L09111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022",,111年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2022"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 111 年,,,,,2 0 2 2,,,,,民 國 111 年,,,,,2 0 2 2,,,,,民 國 111 年,,,,,2 0 2 2,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(18)烘衣機,13.84,16.489999999999998,16.77,25.6,12.74,6.18,3.15,(18)Drier,,(18)烘衣機,23.92,30.96,30.22,11.74,12.6,5.88,3.64,(18)Drier,,(18)烘衣機,6.06,6.1,7.96,4.0199999999999996,18.84,23.3,4.9000000000000004,(18)Drier
(19)空氣清淨機,33.14,31.85,38.380000000000003,36.64,36.64,33.11,41.68,(19)Air-clean machine,,(19)空氣清淨機,18.579999999999998,43.31,31.66,22.62,24.37,14.01,19.93,(19)Air-clean machine,,(19)空氣清淨機,22.42,10.8,8.73,14.04,28.05,54.66,32.49,(19)Air-clean machine
(20)濾水器,42.64,45.54,46.76,54.69,53.88,35.14,39.32,(20)Water filter machine,,(20)濾水器,32.049999999999997,57.12,47,28.04,26.35,32.99,23.71,(20)Water filter machine,,(20)濾水器,26.35,16.059999999999999,19.809999999999999,10.050000000000001,36.58,64.069999999999993,35.33,(20)Water filter machine
(21)吸塵器,59.53,61.2,73.75,70.19,61.12,54.14,60.85,(21)Vacuum cleaner,,(21)吸塵器,56.1,82.31,54.18,45.48,52.66,35.299999999999997,30.39,(21)Vacuum cleaner,,(21)吸塵器,29.74,44.01,34.18,24.87,56.07,85.63,56.43,(21)Vacuum cleaner
(22)熱水器,107.96,100.81,101.93,113.9,111.5,103.83,106.65,(22)Geyser,,(22)熱水器,135.4,123.28,138.12,105.1,113.13,110.17,102.65,(22)Geyser,,(22)熱水器,102.68,108.52,108.75,106.95,102.6,121.72,109.39,(22)Geyser
(23)開飲機,39.46,40.99,26.56,45.1,42.67,30.18,29.18,(23)Hot-warm water fountain,,(23)開飲機,46.41,58.78,63.91,57.47,36.89,47.95,23.07,(23)Hot-warm water fountain,,(23)開飲機,56.03,33.619999999999997,42.32,59.37,40.270000000000003,44.39,24.98,(23)Hot-warm water fountain
(24)微波爐,46.86,56.41,53.02,59.2,47.19,37.04,38.28,(24)Microwave oven,,(24)微波爐,36.28,57.49,46.73,40.24,43.47,37.869999999999997,19.97,(24)Microwave oven,,(24)微波爐,39.51,31.56,26.59,30.55,39.44,61.51,38.21,(24)Microwave oven
(25)報紙,6.1,3.91,5.75,7.62,6.18,7.82,6.76,(25)Newspaper,,(25)報紙,5.88,4.62,7.72,6.96,6.59,8.3699999999999992,5.76,(25)Newspaper,,(25)報紙,3.36,3.57,11.06,4.49,2.31,9.1300000000000008,7.71,(25)Newspaper
(26)期刊雜誌,2.99,4.25,4.45,2.2400000000000002,2.9,3.54,2.59,(26)Magazine,,(26)期刊雜誌,2.09,2.27,1.83,2.12,0.73,2.66,0.7,(26)Magazine,,(26)期刊雜誌,1.27,0,0.27,0,1.93,3.99,5.13,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
