L09106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017",,106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017",,106年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2017"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 106 年,,,,,2 0 1 7,,,,,民 國 106 年,,,,,2 0 1 7,,,,,民 國 106 年,,,,,2 0 1 7,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(18)烘衣機,14.6,17.100000000000001,23.26,27.66,11.2,3.86,2.2200000000000002,(18)Drier,,(18)烘衣機,28.56,29.5,34.19,7.55,15.52,7.22,5.16,(18)Drier,,(18)烘衣機,2.5499999999999998,5.34,11.74,3.93,28.04,25.6,7.42,(18)Drier
(19)空氣清淨機,18.25,21.64,31.03,21.72,16.89,13.76,16.97,(19)Air-clean machine,,(19)空氣清淨機,9.18,28.74,14.08,7.48,11.54,7.17,8.2200000000000006,(19)Air-clean machine,,(19)空氣清淨機,7.27,4.3499999999999996,8.34,5.96,11.7,31.2,13.48,(19)Air-clean machine
(20)濾水器,37.630000000000003,42.6,44.51,46.51,44.79,33.409999999999997,34.08,(20)Water filter machine,,(20)濾水器,28.48,51.76,26.67,19.66,23.07,22.99,30.78,(20)Water filter machine,,(20)濾水器,24.66,14.1,25.18,5.85,31.06,56.78,34.840000000000003,(20)Water filter machine
(21)吸塵器,49.63,56.17,64.81,59.23,48.81,40.35,44.91,(21)Vacuum cleaner,,(21)吸塵器,47.13,64.44,51.52,36.58,37.659999999999997,28.13,32.57,(21)Vacuum cleaner,,(21)吸塵器,25.94,33.69,40.57,13.41,46.88,69.02,44.08,(21)Vacuum cleaner
(22)熱水器,107.2,101.65,102.55,116.69,107.68,104.58,103.65,(22)Geyser,,(22)熱水器,125.77,118.19,143.84,104.42,104.58,112.74,105.37,(22)Geyser,,(22)熱水器,99.61,100.84,105.12,102.45,102.16,131.22,104.57,(22)Geyser
(23)開飲機,44.49,48.29,36.18,50.35,47.22,32.32,32.25,(23)Hot-warm water fountain,,(23)開飲機,53.59,55.37,68.5,59.99,41.27,45.61,40.31,(23)Hot-warm water fountain,,(23)開飲機,60.62,52.91,52.34,74.58,35.33,41.11,31.92,(23)Hot-warm water fountain
(24)微波爐,42.94,55.02,55.73,48.45,42,34.08,33.51,(24)Microwave oven,,(24)微波爐,31.68,49.38,37.31,38.82,36.04,23.89,23.98,(24)Microwave oven,,(24)微波爐,28.84,28.87,24.82,23.88,46.3,52.33,39.869999999999997,(24)Microwave oven
(25)報紙,11.12,7.78,13.01,13.22,12.32,13.62,10.61,(25)Newspaper,,(25)報紙,12.6,7.89,12.86,12.66,14.07,11.82,12.64,(25)Newspaper,,(25)報紙,6.25,7.79,6.83,5.99,6.15,15.57,12.85,(25)Newspaper
(26)期刊雜誌,4.72,6.59,7.09,5.1100000000000003,4.1900000000000004,3.8,3.49,(26)Magazine,,(26)期刊雜誌,4.91,3.98,2.2599999999999998,2.8,0.67,2.6,0.31,(26)Magazine,,(26)期刊雜誌,1.44,2.74,3.69,0.49,1.62,16.010000000000002,6.44,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
