L09110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021",,110年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2021"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 110 年,,,,,2 0 2 1,,,,,民 國 110 年,,,,,2 0 2 1,,,,,民 國 110 年,,,,,2 0 2 1,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(17)洗衣機,101.94,100.28,100.08,103.36,101.8,103.62,102.68,(17)Washing machine,,(17)洗衣機,105.76,104.6,105.29,102.4,99.2,102.85,98.06,(17)Washing machine,,(17)洗衣機,101.02,100.23,105.4,100.58,101.63,104.75,102.55,(17)Washing machine
(18)烘衣機,13.41,15.37,16.97,26.3,12.27,3.99,2.2400000000000002,(18)Drier,,(18)烘衣機,27.13,26.85,28.95,9.81,13.08,9,6.48,(18)Drier,,(18)烘衣機,4.17,5.5,12.09,3.44,18.95,26.02,3.19,(18)Drier
(19)空氣清淨機,28.41,30.56,31.31,35.549999999999997,34.82,27.2,32.47,(19)Air-clean machine,,(19)空氣清淨機,15.77,32.93,20.350000000000001,18.399999999999999,13.97,17.350000000000001,12.84,(19)Air-clean machine,,(19)空氣清淨機,19.37,9.89,9.3000000000000007,9.9,14.72,41.64,23.15,(19)Air-clean machine
(20)濾水器,39.46,41.63,44.18,54.16,49.84,32.86,34.61,(20)Water filter machine,,(20)濾水器,29.44,57,36.9,26.04,21.5,23.77,29.7,(20)Water filter machine,,(20)濾水器,25.02,17.29,19.03,6.01,36.11,54.61,32.74,(20)Water filter machine
(21)吸塵器,56.73,58.72,68.98,59.72,65.040000000000006,48.98,53.68,(21)Vacuum cleaner,,(21)吸塵器,56.79,73.569999999999993,56.83,48.31,43.29,40.380000000000003,38.5,(21)Vacuum cleaner,,(21)吸塵器,34.1,33.380000000000003,33.159999999999997,14.93,55,86.25,55.42,(21)Vacuum cleaner
(22)熱水器,107.55,101.02,102.33,113.9,109.36,104.92,104.73,(22)Geyser,,(22)熱水器,121.44,121.79,141.19,104.56,107.35,112.74,106.93,(22)Geyser,,(22)熱水器,100.92,114.66,110.17,104.53,104.9,126.13,110.96,(22)Geyser
(23)開飲機,39.28,41.67,27.82,46.42,43.71,26.3,30.5,(23)Hot-warm water fountain,,(23)開飲機,48.45,47.89,58.15,55.75,33.06,45.23,26.41,(23)Hot-warm water fountain,,(23)開飲機,49.61,45.96,49.91,74.319999999999993,34.22,45.7,23.52,(23)Hot-warm water fountain
(24)微波爐,44.85,53.95,56.91,54.43,47.24,32.21,32.380000000000003,(24)Microwave oven,,(24)微波爐,33.25,53.96,43.03,42.93,35.93,35.450000000000003,27.04,(24)Microwave oven,,(24)微波爐,33.630000000000003,27.31,23.81,25.98,40.56,61.54,38.78,(24)Microwave oven
(25)報紙,7.33,5.09,8.57,7.71,8.23,10.44,8.68,(25)Newspaper,,(25)報紙,4.66,3.57,6.9,7.58,5.8,5.13,10.48,(25)Newspaper,,(25)報紙,3.81,7.46,9.18,0.48,3.51,9.75,8.36,(25)Newspaper
(26)期刊雜誌,3.15,5.77,4.24,3.36,2.58,2.59,1.56,(26)Magazine,,(26)期刊雜誌,3.56,4.32,3.16,2.09,0.81,1.19,0.72,(26)Magazine,,(26)期刊雜誌,0.21,1.1499999999999999,0.96,0,2.54,3.33,4.87,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
