L09103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(18)烘衣機,14.5,14.08,22.42,28.55,11.41,4.51,2.72,(18)Drier,,(18)烘衣機,28.5,36.119999999999997,38,10.02,10.66,7.77,6.61,(18)Drier,,(18)烘衣機,2.4900000000000002,5.0599999999999996,8.84,5.12,29.03,35.450000000000003,4.84,(18)Drier
(19)空氣清淨機,11.7,12.26,26.04,11.48,11.29,8.0500000000000007,8.6999999999999993,(19)Air-clean machine,,(19)空氣清淨機,7,19.510000000000002,9.01,6.6,3.06,3.62,4.3600000000000003,(19)Air-clean machine,,(19)空氣清淨機,4.2,5.6,5.45,5.66,6.87,22.93,8.68,(19)Air-clean machine
(20)濾水器,34.9,35.93,40.520000000000003,46.21,43.2,32.57,33.200000000000003,(20)Water filter machine,,(20)濾水器,21.62,51.12,32.97,20.47,19.670000000000002,24.12,27.06,(20)Water filter machine,,(20)濾水器,17.239999999999998,14.72,21.21,2,22.96,59.36,31.59,(20)Water filter machine
(21)吸塵器,43.71,44.97,61.72,52.82,47.98,34.380000000000003,37.200000000000003,(21)Vacuum cleaner,,(21)吸塵器,42.98,51.91,49.9,28.19,34.35,26.07,27.29,(21)Vacuum cleaner,,(21)吸塵器,21.06,30.94,32.03,22.24,39.29,69.430000000000007,51.62,(21)Vacuum cleaner
(22)熱水器,106.41,101.82,100.25,109.79,112.02,102.85,102.14,(22)Geyser,,(22)熱水器,121.93,127.06,137.18,103.96,104.76,109.21,106.14,(22)Geyser,,(22)熱水器,102.25,100.14,101.63,101.46,106.08,130.96,107.42,(22)Geyser
(23)開飲機,48.88,53.01,40.200000000000003,57.31,50.04,33.17,38.85,(23)Hot-warm water fountain,,(23)開飲機,47.65,63.66,73.599999999999994,60.15,45.76,58.73,41.01,(23)Hot-warm water fountain,,(23)開飲機,71.25,56.33,51.43,73.03,37.53,50.06,34.78,(23)Hot-warm water fountain
(24)微波爐,42.34,47.13,58.89,48.08,45.69,30.83,34.19,(24)Microwave oven,,(24)微波爐,34.24,49.81,46.41,32.049999999999997,30.13,29.98,28.26,(24)Microwave oven,,(24)微波爐,38.74,22.7,29.49,29.27,36.020000000000003,57.21,32.590000000000003,(24)Microwave oven
(25)報紙,15.15,10.039999999999999,19.84,11.67,17.350000000000001,20.81,14.11,(25)Newspaper,,(25)報紙,12.66,13.74,18.8,17.87,12.65,12.76,14.58,(25)Newspaper,,(25)報紙,15.05,13.83,13.48,18.41,10.42,22.98,19.690000000000001,(25)Newspaper
(26)期刊雜誌,6.98,6.3,13.45,8.35,7.27,6.75,5.19,(26)Magazine,,(26)期刊雜誌,10.41,5.09,1.22,3.09,1.65,2.38,1.88,(26)Magazine,,(26)期刊雜誌,4.3099999999999996,5.67,4.25,3.53,3.56,18.36,11.58,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
