L09109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(17)洗衣機,102.16,100.45,100.43,104.1,102.2,104.37,103.33,(17)Washing machine,,(17)洗衣機,105.71,104.87,104.49,101.52,100.53,102.65,99.58,(17)Washing machine,,(17)洗衣機,101.01,102.48,104.24,99.68,100.02,101.33,101.65,(17)Washing machine
(18)烘衣機,13.74,15.17,18.59,26.67,12.49,4.59,2.67,(18)Drier,,(18)烘衣機,26.51,24.25,33.770000000000003,8.64,14.43,6.53,9.1300000000000008,(18)Drier,,(18)烘衣機,2.5,8.16,10.9,5.92,21.59,24.75,8.0500000000000007,(18)Drier
(19)空氣清淨機,27.21,28.27,33.93,28.09,31.35,28.04,32.32,(19)Air-clean machine,,(19)空氣清淨機,17.03,37.28,19.14,17.89,19.93,14.82,11,(19)Air-clean machine,,(19)空氣清淨機,15.33,9.98,10.85,13.49,15.03,41.37,20.67,(19)Air-clean machine
(20)濾水器,40.299999999999997,43.08,43.9,50.28,50.49,37.72,37.200000000000003,(20)Water filter machine,,(20)濾水器,28.19,52.13,38.26,24.97,26.25,31.75,30.1,(20)Water filter machine,,(20)濾水器,22.38,19.71,19.77,6.63,33.33,60.52,37.619999999999997,(20)Water filter machine
(21)吸塵器,55.49,60.62,67.64,62.7,58.51,49.93,50.37,(21)Vacuum cleaner,,(21)吸塵器,51.09,70.709999999999994,53.82,39.25,42.81,36.97,34.85,(21)Vacuum cleaner,,(21)吸塵器,40.71,41.55,40.130000000000003,31.47,52.41,75.37,55.51,(21)Vacuum cleaner
(22)熱水器,107.82,101.18,102.25,114.4,109.62,104.59,105.05,(22)Geyser,,(22)熱水器,121.76,125.89,138.41999999999999,103.38,108.45,122.87,106.91,(22)Geyser,,(22)熱水器,101.33,111.52,112.03,104.61,103.89,121.4,110.8,(22)Geyser
(23)開飲機,40.130000000000003,41.57,29.97,45.1,46.46,26.66,28.81,(23)Hot-warm water fountain,,(23)開飲機,34.369999999999997,53.7,63.09,57.73,41.92,55.69,32.049999999999997,(23)Hot-warm water fountain,,(23)開飲機,54.13,44.42,46.39,67.56,28.12,45.22,30.03,(23)Hot-warm water fountain
(24)微波爐,43.75,53.4,55.02,52.27,44.99,32.549999999999997,33,(24)Microwave oven,,(24)微波爐,35.380000000000003,47.52,37.35,34.11,35.24,36.72,22.39,(24)Microwave oven,,(24)微波爐,36.04,32.65,26.89,29.51,44.51,57.05,48.76,(24)Microwave oven
(25)報紙,7.83,5.74,8.59,8.31,9.59,8.7200000000000006,8.2200000000000006,(25)Newspaper,,(25)報紙,4.03,5.4,8.2200000000000006,9.6,11.12,6.59,7.5,(25)Newspaper,,(25)報紙,6.5,5.43,11.11,1.45,3.86,8.0399999999999991,12.8,(25)Newspaper
(26)期刊雜誌,3.8,5.63,7.51,3.6,2.99,2.85,2.5,(26)Magazine,,(26)期刊雜誌,3.71,2.29,2.27,2.66,0.51,0.49,0.99,(26)Magazine,,(26)期刊雜誌,1.7,0.38,2.2599999999999998,0,1.01,7.64,5.8,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
