L09107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(17)洗衣機,101.55,100.52,100.75,102.53,101.91,103.83,101.86,(17)Washing machine,,(17)洗衣機,102.21,102.51,99.58,102.66,102.84,99.39,99.18,(17)Washing machine,,(17)洗衣機,101.81,100.32,103.24,99.76,101.27,101.34,99.01,(17)Washing machine
(18)烘衣機,14.32,16.41,19.62,29.4,12.71,4.58,2.75,(18)Drier,,(18)烘衣機,26.69,25.44,33.450000000000003,7.34,16.21,6.38,6.04,(18)Drier,,(18)烘衣機,3.31,5.67,12.51,5.6,21.77,28.49,3.86,(18)Drier
(19)空氣清淨機,21.92,25.03,33.630000000000003,24.75,25.98,21.86,21.42,(19)Air-clean machine,,(19)空氣清淨機,9.2100000000000009,28.02,10.67,10.11,12.4,9.6,5.86,(19)Air-clean machine,,(19)空氣清淨機,7.84,5.67,7.64,7.22,13.92,35.79,14.15,(19)Air-clean machine
(20)濾水器,38.770000000000003,44.09,46.07,51.96,45.03,34.159999999999997,33.58,(20)Water filter machine,,(20)濾水器,27.32,48.1,27.98,20.71,26.96,27.03,24.06,(20)Water filter machine,,(20)濾水器,23.28,19.95,19.41,9.39,28.81,63.91,39.909999999999997,(20)Water filter machine
(21)吸塵器,51.25,57.88,66.459999999999994,60.58,53.91,48.63,44.41,(21)Vacuum cleaner,,(21)吸塵器,45.17,62.49,47.3,34.25,41.32,23.96,25.21,(21)Vacuum cleaner,,(21)吸塵器,26.09,37.729999999999997,37.75,19.75,48.07,76.010000000000005,50.81,(21)Vacuum cleaner
(22)熱水器,107.15,101.79,102.14,112.85,109.96,104.37,102.82,(22)Geyser,,(22)熱水器,118.03,123.42,139.19,106.83,110.84,110.7,104.78,(22)Geyser,,(22)熱水器,100.37,105.59,110.63,103.93,106.44,125.35,105.83,(22)Geyser
(23)開飲機,42.1,45.94,33.17,46.85,43.77,25.07,31.88,(23)Hot-warm water fountain,,(23)開飲機,44.92,47.39,68.430000000000007,58.26,38.979999999999997,60.96,34.58,(23)Hot-warm water fountain,,(23)開飲機,54.97,49.05,56.39,72.459999999999994,36.090000000000003,46.6,27.06,(23)Hot-warm water fountain
(24)微波爐,43.18,54.16,57.9,50.89,44.43,33.130000000000003,33.119999999999997,(24)Microwave oven,,(24)微波爐,32.35,46.16,40.909999999999997,32.25,35.159999999999997,26.74,18.09,(24)Microwave oven,,(24)微波爐,32.47,34.33,26.78,23.06,44.21,50.33,35.39,(24)Microwave oven
(25)報紙,10.1,7.29,12.06,10.83,10.34,11.09,8.5299999999999994,(25)Newspaper,,(25)報紙,9.9600000000000009,10.5,12.34,12.64,7.74,9.92,11.14,(25)Newspaper,,(25)報紙,6.84,5.03,14.93,5.01,8.25,19.690000000000001,19.77,(25)Newspaper
(26)期刊雜誌,4.1500000000000004,4.5599999999999996,8.49,4.68,4.24,4,2.42,(26)Magazine,,(26)期刊雜誌,5.18,7.07,2.23,1.49,2.67,0.74,0.94,(26)Magazine,,(26)期刊雜誌,1.06,1.39,0,0.96,1.94,5.66,8.49,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
